file,sw2,qp,lvc_size,base_size,enhance_size,enhancement_ratio,psnr_avg,bitrate_kbps
vc-philips-03_120frames_LCEVC_AVC_SW2-1250_QP30_2025-07-24_14-01-19.lvc,1250,30,1305294,227291,1078003,82.5870%,40.04,5221.18
vc-philips-03_120frames_LCEVC_AVC_SW2-2250_QP22_2025-07-24_14-01-37.lvc,2250,22,1029642,821804,207838,20.1855%,43.72,4118.57
vc-philips-03_120frames_LCEVC_AVC_SW2-2250_QP25_2025-07-24_14-01-55.lvc,2250,25,865585,495828,369757,42.7176%,42.20,3462.34
vc-philips-03_120frames_LCEVC_AVC_SW2-1250_QP37_2025-07-24_14-02-55.lvc,1250,37,2423530,82563,2340967,96.5933%,38.13,9694.12
vc-philips-03_120frames_LCEVC_AVC_SW2-2750_QP27_2025-07-24_14-03-12.lvc,2750,27,625150,363049,262101,41.9261%,41.16,2500.60
vc-philips-03_120frames_LCEVC_AVC_SW2-1250_QP35_2025-07-24_14-03-14.lvc,1250,35,2132851,107804,2025047,94.9455%,38.58,8531.40
vc-philips-03_120frames_LCEVC_AVC_SW2-1250_QP32_2025-07-24_14-03-29.lvc,1250,32,1637614,167048,1470566,89.7993%,39.35,6550.46
vc-philips-03_120frames_LCEVC_AVC_SW2-1750_QP30_2025-07-24_14-03-52.lvc,1750,30,994800,227291,767509,77.1521%,39.70,3979.20
vc-philips-03_120frames_LCEVC_AVC_SW2-2750_QP22_2025-07-24_14-04-45.lvc,2750,22,890314,821804,68510,7.6950%,43.72,3561.26
vc-philips-03_120frames_LCEVC_AVC_SW2-1750_QP37_2025-07-24_14-05-26.lvc,1750,37,1678203,82563,1595640,95.0803%,37.15,6712.81
vc-philips-03_120frames_LCEVC_AVC_SW2-2750_QP25_2025-07-24_14-05-07.lvc,2750,25,665217,495828,169389,25.4637%,42.20,2660.87
vc-philips-03_120frames_LCEVC_AVC_SW2-3250_QP27_2025-07-24_14-05-44.lvc,3250,27,399297,363049,36248,9.0780%,41.16,1597.19
vc-philips-03_120frames_LCEVC_AVC_SW2-1750_QP35_2025-07-24_14-05-46.lvc,1750,35,1475032,107804,1367228,92.6914%,37.73,5900.13
vc-philips-03_120frames_LCEVC_AVC_SW2-1750_QP32_2025-07-24_14-06-00.lvc,1750,32,1162471,167048,995423,85.6299%,38.79,4649.88
vc-philips-03_120frames_LCEVC_AVC_SW2-2250_QP30_2025-07-24_14-06-24.lvc,2250,30,922463,227291,695172,75.3604%,39.67,3689.85
vc-philips-03_120frames_LCEVC_AVC_SW2-2250_QP37_2025-07-24_14-07-58.lvc,2250,37,1736655,82563,1654092,95.2459%,37.00,6946.62
vc-philips-03_120frames_LCEVC_AVC_SW2-2250_QP35_2025-07-24_14-08-18.lvc,2250,35,1457266,107804,1349462,92.6023%,37.61,5829.06
vc-philips-03_120frames_LCEVC_AVC_SW2-3250_QP22_2025-07-24_14-07-51.lvc,3250,22,826826,821804,5022,0.6074%,43.72,3307.30
vc-philips-03_120frames_LCEVC_AVC_SW2-2250_QP32_2025-07-24_14-08-31.lvc,2250,32,1071779,167048,904731,84.4140%,38.73,4287.12
vc-philips-03_120frames_LCEVC_AVC_SW2-3250_QP25_2025-07-24_14-08-22.lvc,3250,25,509493,495828,13665,2.6821%,42.20,2037.97
vc-philips-03_120frames_LCEVC_AVC_SW2-2750_QP30_2025-07-24_14-09-05.lvc,2750,30,663289,227291,435998,65.7327%,39.61,2653.16
vc-philips-03_120frames_LCEVC_AVC_SW2-2750_QP37_2025-07-24_14-10-29.lvc,2750,37,1099355,82563,1016792,92.4899%,36.65,4397.42
vc-philips-03_120frames_LCEVC_AVC_SW2-2750_QP35_2025-07-24_14-10-49.lvc,2750,35,941854,107804,834050,88.5541%,37.36,3767.42
vc-philips-03_120frames_LCEVC_AVC_SW2-2750_QP32_2025-07-24_14-11-04.lvc,2750,32,745917,167048,578869,77.6050%,38.60,2983.67
vc-philips-03_120frames_LCEVC_AVC_SW2-3250_QP30_2025-07-24_14-11-34.lvc,3250,30,334155,227291,106864,31.9804%,39.57,1336.62
vc-philips-03_120frames_LCEVC_AVC_SW2-3250_QP37_2025-07-24_14-12-58.lvc,3250,37,483629,82563,401066,82.9284%,36.18,1934.52
vc-philips-03_120frames_LCEVC_AVC_SW2-3250_QP35_2025-07-24_14-13-18.lvc,3250,35,414595,107804,306791,73.9978%,37.05,1658.38
vc-philips-03_120frames_LCEVC_AVC_SW2-3250_QP32_2025-07-24_14-13-35.lvc,3250,32,346252,167048,179204,51.7554%,38.49,1385.01
