file, sw2, qp, lvc_size, base_size, enhance_size, enhancement_ratio,psnr_avg,bitrate_kbps
Bosphorus_LCEVC_AVC_SW2-2250_QP35_2025-07-03_23-04-56.lvc,2250,35,4159108,372268,3786840,91.0493%,37.37,3327.29
Bosphorus_LCEVC_AVC_SW2-2750_QP35_2025-07-03_23-08-18.lvc,2750,35,1793194,372268,1420926,79.2399%,36.54,1434.56
Bosphorus_LCEVC_AVC_SW2-3250_QP35_2025-07-03_23-11-37.lvc,3250,35,762785,372268,390517,51.1962%,36.08,610.23
Bosphorus_LCEVC_AVC_SW2-250_QP37_2025-07-03_23-14-56.lvc,250,37,97200870,269424,96931446,99.7228%,38.64,77760.70
Bosphorus_LCEVC_AVC_SW2-750_QP37_2025-07-03_23-18-33.lvc,750,37,39235481,269424,38966057,99.3133%,38.54,31388.38
Bosphorus_LCEVC_AVC_SW2-1250_QP37_2025-07-03_23-22-01.lvc,1250,37,18612163,269424,18342739,98.5524%,38.22,14889.73
Bosphorus_LCEVC_AVC_SW2-1750_QP37_2025-07-03_23-25-25.lvc,1750,37,9035073,269424,8765649,97.0180%,37.64,7228.06
Bosphorus_LCEVC_AVC_SW2-2250_QP37_2025-07-03_23-28-47.lvc,2250,37,4746047,269424,4476623,94.3232%,36.88,3796.84
Bosphorus_LCEVC_AVC_SW2-2750_QP37_2025-07-03_23-32-07.lvc,2750,37,2175961,269424,1906537,87.6182%,35.96,1740.77
Bosphorus_LCEVC_AVC_SW2-3250_QP37_2025-07-03_23-35-27.lvc,3250,37,871277,269424,601853,69.0771%,35.32,697.02
