file,SW2,lvc_size,base_size,enhance_size,enhancement_ratio,psnr_avg
Bosphorus_LCEVC_AVC_SW2-5000_QP22_2025-06-17_03-22-28.lvc,5000,127130,126261,869,0%,41.10
Bosphorus_LCEVC_AVC_SW2-4900_QP22_2025-06-17_03-23-32.lvc,4900,127130,126261,869,0%,41.10
Bosphorus_LCEVC_AVC_SW2-4800_QP22_2025-06-17_03-24-38.lvc,4800,127130,126261,869,0%,41.10
Bosphorus_LCEVC_AVC_SW2-4700_QP22_2025-06-17_03-25-44.lvc,4700,127130,126261,869,0%,41.10
Bosphorus_LCEVC_AVC_SW2-4600_QP22_2025-06-17_03-26-50.lvc,4600,127130,126261,869,0%,41.10
Bosphorus_LCEVC_AVC_SW2-4500_QP22_2025-06-17_03-27-55.lvc,4500,127130,126261,869,0%,41.10
Bosphorus_LCEVC_AVC_SW2-4400_QP22_2025-06-17_03-29-01.lvc,4400,127144,126261,883,0%,41.10
Bosphorus_LCEVC_AVC_SW2-4300_QP22_2025-06-17_03-30-07.lvc,4300,127144,126261,883,0%,41.10
Bosphorus_LCEVC_AVC_SW2-4200_QP22_2025-06-17_03-31-13.lvc,4200,127144,126261,883,0%,41.10
Bosphorus_LCEVC_AVC_SW2-4100_QP22_2025-06-17_03-32-18.lvc,4100,127145,126261,884,0%,41.10
Bosphorus_LCEVC_AVC_SW2-4000_QP22_2025-06-17_03-33-24.lvc,4000,127191,126261,930,0%,41.10
Bosphorus_LCEVC_AVC_SW2-3900_QP22_2025-06-17_03-34-30.lvc,3900,127191,126261,930,0%,41.10
Bosphorus_LCEVC_AVC_SW2-3800_QP22_2025-06-17_03-35-36.lvc,3800,127197,126261,936,0%,41.10
Bosphorus_LCEVC_AVC_SW2-3700_QP22_2025-06-17_03-36-43.lvc,3700,127210,126261,949,0%,41.10
Bosphorus_LCEVC_AVC_SW2-3600_QP22_2025-06-17_03-37-49.lvc,3600,127240,126261,979,0%,41.10
Bosphorus_LCEVC_AVC_SW2-3500_QP22_2025-06-17_03-38-55.lvc,3500,127268,126261,1007,0%,41.10
Bosphorus_LCEVC_AVC_SW2-3400_QP22_2025-06-17_03-40-01.lvc,3400,127338,126261,1077,0%,41.11
Bosphorus_LCEVC_AVC_SW2-3300_QP22_2025-06-17_03-41-07.lvc,3300,127411,126261,1150,0%,41.11
Bosphorus_LCEVC_AVC_SW2-3200_QP22_2025-06-17_03-42-13.lvc,3200,127665,126261,1404,1.00%,41.11
Bosphorus_LCEVC_AVC_SW2-3100_QP22_2025-06-17_03-43-19.lvc,3100,127861,126261,1600,1.00%,41.11
Bosphorus_LCEVC_AVC_SW2-3000_QP22_2025-06-17_03-44-24.lvc,3000,128202,126261,1941,1.00%,41.11
Bosphorus_LCEVC_AVC_SW2-2900_QP22_2025-06-17_03-45-30.lvc,2900,128769,126261,2508,1.00%,41.11
Bosphorus_LCEVC_AVC_SW2-2800_QP22_2025-06-17_03-46-36.lvc,2800,129494,126261,3233,2.00%,41.11
Bosphorus_LCEVC_AVC_SW2-2700_QP22_2025-06-17_03-47-42.lvc,2700,130637,126261,4376,3.00%,41.11
Bosphorus_LCEVC_AVC_SW2-2600_QP22_2025-06-17_03-48-48.lvc,2600,132258,126261,5997,4.00%,41.12
Bosphorus_LCEVC_AVC_SW2-2500_QP22_2025-06-17_03-49-54.lvc,2500,134716,126261,8455,6.00%,41.12
Bosphorus_LCEVC_AVC_SW2-2400_QP22_2025-06-17_03-51-00.lvc,2400,138446,126261,12185,8.00%,41.13
Bosphorus_LCEVC_AVC_SW2-2300_QP22_2025-06-17_03-52-06.lvc,2300,143590,126261,17329,12.00%,41.13
Bosphorus_LCEVC_AVC_SW2-2200_QP22_2025-06-17_03-53-12.lvc,2200,150983,126261,24722,16.00%,41.14
Bosphorus_LCEVC_AVC_SW2-2100_QP22_2025-06-17_03-54-19.lvc,2100,161954,126261,35693,22.00%,41.15
Bosphorus_LCEVC_AVC_SW2-2000_QP22_2025-06-17_03-55-25.lvc,2000,175806,126261,49545,28.00%,41.16
