file,sw2,qp,lvc_size,base_size,enhance_size,enhancement_ratio,bitrate_kbps,psnr_y,psnr_u,psnr_v,psnr_avg
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-3250_QP32_2025-10-06_00-59-18.lvc,3250,32,1018062,863042,155020,15.2270%,814.45,49.50,50.05,50.33,49.72
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-250_QP30_2025-10-06_02-19-06.lvc,250,30,49186631,1274132,47912499,97.4096%,39349.30,51.37,51.74,51.28,51.41
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-750_QP30_2025-10-06_02-32-21.lvc,750,30,8015835,1274132,6741703,84.1048%,6412.67,50.78,51.74,51.28,51.01
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-1250_QP30_2025-10-06_02-45-12.lvc,1250,30,2834136,1274132,1560004,55.0434%,2267.31,50.48,51.74,51.28,50.80
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-1750_QP30_2025-10-06_02-58-09.lvc,1750,30,2095765,1274132,821633,39.2044%,1676.61,50.36,51.74,51.28,50.71
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-2250_QP30_2025-10-06_03-10-38.lvc,2250,30,2021055,1274132,746923,36.9571%,1616.84,50.28,51.74,51.28,50.65
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-2750_QP30_2025-10-06_03-24-25.lvc,2750,30,1672961,1274132,398829,23.8397%,1338.37,50.20,51.74,51.28,50.59
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-3250_QP30_2025-10-06_03-37-31.lvc,3250,30,1364353,1274132,90221,6.6127%,1091.48,49.99,51.74,51.28,50.44
vc-philips-01-600frames-420p_VVC-Only_QP37.bin,265,37,1166436,0,0,0%,933.15,49.39,51.23,49.94,49.74
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-250_QP27_2025-10-06_05-48-29.lvc,250,27,43102672,2131909,40970763,95.0539%,34482.14,52.05,52.19,52.02,52.07
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-750_QP27_2025-10-06_06-00-56.lvc,750,27,6321605,2131909,4189696,66.2758%,5057.28,51.53,52.19,52.02,51.71
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-1250_QP27_2025-10-06_06-12-54.lvc,1250,27,2938142,2131909,806233,27.4402%,2350.51,51.25,52.19,52.02,51.51
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-1750_QP27_2025-10-06_06-24-56.lvc,1750,27,2593229,2131909,461320,17.7894%,2074.58,51.10,52.19,52.02,51.41
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-2250_QP27_2025-10-06_06-37-08.lvc,2250,27,2554234,2131909,422325,16.5343%,2043.39,51.02,52.19,52.02,51.35
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-2750_QP27_2025-10-06_06-49-09.lvc,2750,27,2335784,2131909,203875,8.7283%,1868.63,50.93,52.19,52.02,51.29
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-3250_QP27_2025-10-06_07-01-20.lvc,3250,27,2174106,2131909,42197,1.9409%,1739.28,50.72,52.19,52.02,51.13
vc-philips-01-600frames-420p_VVC-Only_QP35.bin,265,35,1629731,0,0,0%,1303.78,50.50,50.56,49.99,50.42
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-250_QP25_2025-10-06_09-04-17.lvc,250,25,43404603,3052366,40352237,92.9676%,34723.68,52.25,52.73,52.48,52.37
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-750_QP25_2025-10-06_09-19-23.lvc,750,25,5821826,3052366,2769460,47.5703%,4657.46,51.78,52.59,52.31,51.99
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-1250_QP25_2025-10-06_09-34-21.lvc,1250,25,3553434,3052366,501068,14.1010%,2842.75,51.51,52.57,52.30,51.79
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-1750_QP25_2025-10-06_09-49-20.lvc,1750,25,3394963,3052366,342597,10.0913%,2715.97,51.38,52.57,52.30,51.70
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-2250_QP25_2025-10-06_10-04-33.lvc,2250,25,3371283,3052366,318917,9.4598%,2697.03,51.28,52.57,52.30,51.63
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-2750_QP25_2025-10-06_10-19-38.lvc,2750,25,3187815,3052366,135449,4.2490%,2550.25,51.20,52.51,52.27,51.56
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-3250_QP25_2025-10-06_10-34-49.lvc,3250,25,3087979,3052366,35613,1.1533%,2470.38,50.98,52.39,52.21,51.37
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-250_QP22_2025-10-06_12-55-11.lvc,250,22,37091175,4865493,32225682,86.8823%,29672.94,52.53,52.87,52.73,52.62
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-750_QP22_2025-10-06_13-10-26.lvc,750,22,6135893,4865493,1270400,20.7044%,4908.71,52.10,52.74,52.63,52.29
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-1250_QP22_2025-10-06_13-25-31.lvc,1250,22,5089566,4865493,224073,4.4026%,4071.65,51.85,52.73,52.62,52.10
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-1750_QP22_2025-10-06_13-40-25.lvc,1750,22,5051393,4865493,185900,3.6802%,4041.11,51.72,52.73,52.62,52.02
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-2250_QP22_2025-10-06_13-55-33.lvc,2250,22,5042790,4865493,177297,3.5159%,4034.23,51.62,52.73,52.62,51.95
vc-philips-01-600frames-420p_VVC-Only_QP32.bin,265,32,2553829,0,0,0%,2043.06,51.79,51.28,51.19,51.59
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-2750_QP22_2025-10-06_14-10-46.lvc,2750,22,4944775,4865493,79282,1.6033%,3955.82,51.52,52.67,52.59,51.86
vc-philips-01-600frames-420p_LCEVC_VVC_SW2-3250_QP22_2025-10-06_14-25-57.lvc,3250,22,4898423,4865493,32930,0.6723%,3918.74,51.29,52.55,52.54,51.67
vc-philips-01-600frames-420p_VVC-Only_QP30.bin,265,30,3555315,0,0,0%,2844.25,52.31,52.21,51.65,52.17
vc-philips-01-600frames-420p_VVC-Only_QP27.bin,265,27,5515370,0,0,0%,4412.30,53.11,52.72,52.46,52.93
vc-philips-01-600frames-420p_VVC-Only_QP25.bin,265,25,7519931,0,0,0%,6015.94,53.39,52.80,52.59,53.14
vc-philips-01-600frames-420p_VVC-Only_QP22.bin,265,22,11452841,0,0,0%,9162.27,53.76,52.98,52.85,53.46
