file, sw2, lvc_size, base_size, enhance_size, enhancement_ratio,psnr_avg
Bosphorus_LCEVC_VVC_SW2-5000_QP24_2025-06-23_23-10-57.lvc, 5000, 1585485,1555295,30190,1.9041%,39.98
Bosphorus_LCEVC_VVC_SW2-4900_QP24_2025-06-23_23-15-23.lvc, 4900, 1585485,1555295,30190,1.9041%,39.98
Bosphorus_LCEVC_VVC_SW2-4800_QP24_2025-06-23_23-19-47.lvc, 4800, 1585485,1555295,30190,1.9041%,39.98
Bosphorus_LCEVC_VVC_SW2-4700_QP24_2025-06-23_23-24-11.lvc, 4700, 1585485,1555295,30190,1.9041%,39.98
Bosphorus_LCEVC_VVC_SW2-4600_QP24_2025-06-23_23-28-36.lvc, 4600, 1585485,1555295,30190,1.9041%,39.98
Bosphorus_LCEVC_VVC_SW2-4500_QP24_2025-06-23_23-33-01.lvc, 4500, 1585485,1555295,30190,1.9041%,39.98
Bosphorus_LCEVC_VVC_SW2-4400_QP24_2025-06-23_23-37-29.lvc, 4400, 1585485,1555295,30190,1.9041%,39.98
Bosphorus_LCEVC_VVC_SW2-4300_QP24_2025-06-23_23-41-57.lvc, 4300, 1585485,1555295,30190,1.9041%,39.98
Bosphorus_LCEVC_VVC_SW2-4200_QP24_2025-06-23_23-46-22.lvc, 4200, 1585485,1555295,30190,1.9041%,39.98
Bosphorus_LCEVC_VVC_SW2-4100_QP24_2025-06-23_23-50-46.lvc, 4100, 1585485,1555295,30190,1.9041%,39.98
Bosphorus_LCEVC_VVC_SW2-4000_QP24_2025-06-23_23-55-10.lvc, 4000, 1585485,1555295,30190,1.9041%,39.98
Bosphorus_LCEVC_VVC_SW2-3900_QP24_2025-06-23_23-59-33.lvc, 3900, 1585485,1555295,30190,1.9041%,39.98
Bosphorus_LCEVC_VVC_SW2-3800_QP24_2025-06-24_00-03-58.lvc, 3800, 1585485,1555295,30190,1.9041%,39.98
Bosphorus_LCEVC_VVC_SW2-3700_QP24_2025-06-24_00-08-23.lvc, 3700, 1585485,1555295,30190,1.9041%,39.98
Bosphorus_LCEVC_VVC_SW2-3600_QP24_2025-06-24_00-12-47.lvc, 3600, 1585485,1555295,30190,1.9041%,39.98
Bosphorus_LCEVC_VVC_SW2-3500_QP24_2025-06-24_00-17-11.lvc, 3500, 1585485,1555295,30190,1.9041%,39.98
Bosphorus_LCEVC_VVC_SW2-3400_QP24_2025-06-24_00-21-34.lvc, 3400, 1585513,1555295,30218,1.9059%,39.98
Bosphorus_LCEVC_VVC_SW2-3300_QP24_2025-06-24_00-25-59.lvc, 3300, 1585597,1555295,30302,1.9111%,39.98
Bosphorus_LCEVC_VVC_SW2-3200_QP24_2025-06-24_00-30-26.lvc, 3200, 1585662,1555295,30367,1.9151%,39.98
Bosphorus_LCEVC_VVC_SW2-3100_QP24_2025-06-24_00-34-52.lvc, 3100, 1585780,1555295,30485,1.9224%,39.98
Bosphorus_LCEVC_VVC_SW2-3000_QP24_2025-06-24_00-39-19.lvc, 3000, 1586217,1555295,30922,1.9494%,39.98
Bosphorus_LCEVC_VVC_SW2-2900_QP24_2025-06-24_00-43-43.lvc, 2900, 1587135,1555295,31840,2.0061%,39.98
Bosphorus_LCEVC_VVC_SW2-2800_QP24_2025-06-24_00-48-11.lvc, 2800, 1588619,1555295,33324,2.0977%,39.98
Bosphorus_LCEVC_VVC_SW2-2700_QP24_2025-06-24_00-52-38.lvc, 2700, 1591460,1555295,36165,2.2724%,39.99
Bosphorus_LCEVC_VVC_SW2-2600_QP24_2025-06-24_00-57-04.lvc, 2600, 1597287,1555295,41992,2.6290%,40.00
Bosphorus_LCEVC_VVC_SW2-2500_QP24_2025-06-24_01-01-28.lvc, 2500, 1607110,1555295,51815,3.2241%,40.02
Bosphorus_LCEVC_VVC_SW2-2400_QP24_2025-06-24_01-05-56.lvc, 2400, 1626235,1555295,70940,4.3622%,40.05
Bosphorus_LCEVC_VVC_SW2-2300_QP24_2025-06-24_01-10-22.lvc, 2300, 1657256,1555295,101961,6.1524%,40.10
Bosphorus_LCEVC_VVC_SW2-2200_QP24_2025-06-24_01-14-47.lvc, 2200, 1714286,1555295,158991,9.2745%,40.17
Bosphorus_LCEVC_VVC_SW2-2100_QP24_2025-06-24_01-19-11.lvc, 2100, 1812145,1555295,256850,14.1738%,40.27
Bosphorus_LCEVC_VVC_SW2-2000_QP24_2025-06-24_01-23-40.lvc, 2000, 1948044,1555295,392749,20.1612%,40.38
Bosphorus_LCEVC_VVC_SW2-1900_QP24_2025-06-24_01-28-06.lvc, 1900, 2150621,1555295,595326,27.6816%,40.51
